"","ntax","nsites","pars_inf_count","pars_inf_fraction","bionj","upgma","jc","gtrig","gtrig100","gtrig250"
"53",24,1257,881,70.09,"((((((((((Sp18:-0.0003815218806,Sp19:0.006773896515):0.009721228853,Sp20:0.004308855161):0.2271551639,Sp17:0.2196562141):0.00651203841,(((Sp12:0.007476710714,Sp13:0.005383013748):0.01330592483,Sp14:0.03096757084):0.04786453396,(Sp15:0.05554871634,Sp16:0.05429299548):0.01147395186):0.1205469444):0.07120215893,(Sp22:0.1261447072,(Sp21:0.1115118265,Sp23:0.1482819319):0.01340902224):0.1130616665):0.1850046366,(((Sp1:0.1126822233,Sp0:0.07217891514):0.008542217314,Sp2:0.1474323273):0.07861495018,Sp11:0.2248353064):0.01081342995):0.06029299274,(Sp9:0.005110574886,Sp10:0.01016580686):0.1286187321):0.01661375165,Sp8:0.1844825745):0.09296108782,(Sp6:0.01215621643,Sp7:0.0204085093):0.01503231749):0.007888404652,(Sp3:0.002494121902,Sp4:0.005510327406):0.004759799689,Sp5:0.02208692767);","(((Sp16:31.2,((Sp9:12,Sp23:12):16,(Sp17:16,(Sp1:12,Sp21:12):4):12):3.2):4.948148148,((Sp7:20,(Sp22:12,Sp20:12):8):11.55555556,(Sp15:20,((Sp12:12,(Sp14:12,Sp13:12):0):2.666666667,(Sp19:12,Sp18:12):2.666666667):5.333333333):11.55555556):4.592592593):16.14814815,((Sp2:28,(Sp8:12,Sp11:12):16):23.11111111,((Sp6:12,Sp10:12):36,((Sp5:20,Sp4:20):24,(Sp3:36,Sp0:36):8):4):3.111111111):1.185185185);","(Sp18:0,Sp19:0.00621283,(Sp20:0.00246547,(Sp17:0.27028018,(((Sp14:0.02790731,(Sp13:0.00983509,Sp12:0.00271358)1.000000:0.01587041)1.000000:0.03925099,(Sp16:0.06475534,Sp15:0.04656031)0.999871:0.02561472)1.000000:0.1424806,((Sp21:0.0959825,(Sp23:0.17334714,Sp22:0.15134954)0.620963:0.02118592)1.000000:0.17300504,((Sp11:0.27945461,(Sp0:0.05823436,(Sp1:0.12750562,Sp2:0.17892003)0.486257:0.00789968)1.000000:0.1144501)0.521612:0.01422104,((Sp10:0.0106105,Sp9:0.00428476)1.000000:0.13731548,(Sp8:0.22485168,(Sp4:0.00174948,(Sp3:0.00232727,(Sp5:0.02212445,(Sp6:0.01246046,Sp7:0.01928871)1.000000:0.02268703)0.999873:0.00404176)0.806197:0.00370355)1.000000:0.10150554)0.999953:0.03794538)1.000000:0.08521277)1.000000:0.35110711)1.000000:0.11964157)0.994649:0.03960498)1.000000:0.27227286)0.985706:0.0108678);","(Sp19:0.00640222,Sp18:0,(Sp20:0.00222085,(Sp17:0.29346425,(((Sp14:0.02901631,(Sp12:0.00288687,Sp13:0.00999629)1.000000:0.01587929)1.000000:0.03998845,(Sp16:0.0674149,Sp15:0.04968954)0.999786:0.02803487)1.000000:0.15603482,((Sp21:0.09337545,(Sp22:0.16487295,Sp23:0.18721784)0.847093:0.02550733)1.000000:0.20024077,((Sp0:0.06282761,(Sp1:0.13499567,Sp2:0.1913812)0.366961:0.00408518)1.000000:0.1241996,(Sp11:0.30872682,((Sp9:0.00320073,Sp10:0.01211445)1.000000:0.14605123,(Sp8:0.23809139,((Sp7:0.02027133,Sp6:0.01241931)1.000000:0.01685802,(Sp5:0.02368278,(Sp3:0.00239229,Sp4:0.00559422)0.959711:0.00325081)0.850168:0.00775722)1.000000:0.09921124)0.999992:0.04599507)1.000000:0.09707976)0.441105:0.01033884)1.000000:0.41770441)1.000000:0.14595128)0.946543:0.03630088)1.000000:0.30804762)0.970563:0.01158835);","(Sp19:0.02105468,Sp20:0,(Sp17:0.24437428,((Sp13:1e-08,(Sp12:1e-08,(Sp14:0.07882498,(Sp16:0.02061797,Sp15:0.04829836)0.999934:0.06355686)0.389487:0.00854055)0.672546:0.02028087)0.967477:0.10117846,((Sp21:0.07359794,(Sp22:0.09410757,Sp23:0.22483259)0.648789:0.06476271)0.999897:0.30023412,((Sp11:0.26322604,(Sp0:0.04677223,(Sp1:0.05944864,Sp2:0.23877896)0.792403:0.06077473)0.999840:0.19737354)0.541346:0.09270707,(Sp8:0.10185047,(Sp4:1e-08,(Sp5:0.07029215,((Sp9:0.00966822,Sp10:0)1.000000:0.15736801,(Sp6:0.0256759,Sp7:0.04830701)0.000000:2e-08)0.952644:0.04082025)0.336860:0.00202188)0.990792:0.09696569)0.000000:8e-08)0.999974:0.28941221)0.338361:0.01214162)0.993363:0.22119105)0.998764:0.2398953);","(Sp20:0.00667942,Sp19:0.02801535,(Sp17:0.2754617,(((Sp13:0.01255072,(Sp14:0.02963927,Sp12:1e-08)0.000000:1e-08)0.999998:0.0718021,(Sp16:0.07418971,Sp15:0.04205888)0.799259:0.03416249)0.999973:0.15766221,((Sp21:0.07851751,(Sp22:0.35242913,Sp23:0.15118112)0.906770:0.08202241)0.999933:0.24082063,((Sp11:0.39149859,(Sp1:0.1020233,(Sp0:0.09684146,Sp2:0.22835081)0.451980:0.02145515)0.999839:0.12074028)0.474206:0.0379929,((Sp10:0.00847881,Sp9:0.00377103)1.000000:0.1338665,(Sp8:0.28597586,((Sp6:0.0034166,Sp7:0.00886874)0.921890:0.02067548,(Sp4:0.00403702,(Sp3:0.0040458,Sp5:0.03341877)0.000000:1e-08)0.927316:0.01804243)0.999983:0.12979661)0.581950:0.03960051)0.988800:0.09062575)1.000000:0.36655766)0.987889:0.14125062)0.509328:0.06433316)1.000000:0.41228958);"
"54",12,1092,390,35.71,"((((Sp6:0.002901682165,Sp7:0.0007705778116):0.1420543641,(Sp8:0.1456940323,((Sp9:0.07741206139,Sp11:0.1188487634):0.01266895235,Sp10:0.1152775139):0.05901811644):0.0203490518):0.0206086114,Sp5:0.1107405648):0.05317095295,(Sp0:0.02798002586,Sp1:0.03217570856):0.01023578271,(Sp4:0.02212170884,(Sp2:0.00132131204,Sp3:0.001431617886):0.01171461865):0.02131551132);","(Sp3:65.09090909,(((Sp5:20,(Sp7:12,Sp6:12):8):18.66666667,(Sp0:24,(Sp4:12,Sp1:12):12):14.66666667):15.46666667,((Sp9:12,Sp8:12):30.66666667,(Sp10:24,(Sp2:12,Sp11:12):12):18.66666667):11.46666667):10.95757576);","(Sp7:1e-08,Sp6:0.00358647,((Sp8:0.18092795,(Sp10:0.13624595,(Sp9:0.06264135,Sp11:0.16592882)0.987880:0.03186267)1.000000:0.13002374)0.997618:0.04606008,(Sp5:0.13368475,((Sp4:0.02422128,(Sp2:0.00172778,Sp3:0.0009556)0.999989:0.00964349)0.999999:0.02100936,(Sp1:0.03567403,Sp0:0.02641562)0.998374:0.01725226)1.000000:0.07168959)0.995761:0.03447695)1.000000:0.19456582);","(Sp6:0.00359968,Sp7:1e-08,((Sp8:0.20342203,(Sp10:0.15486763,(Sp11:0.18646193,Sp9:0.07315184)0.821623:0.03001313)1.000000:0.1561307)0.999759:0.06299763,(Sp5:0.15170255,((Sp4:0.02571928,(Sp2:0.00169722,Sp3:0.0009828)0.999022:0.00917026)0.999988:0.0217038,(Sp1:0.03678321,Sp0:0.02770914)0.997982:0.01822351)1.000000:0.0737459)0.997961:0.04608326)1.000000:0.22291029);","(Sp11:0.21644095,Sp9:0.03107721,(Sp10:0.12665846,(Sp8:0.16359206,((Sp7:0.13083681,Sp5:0.17017621)0.995241:0.08711134,((Sp4:0.0165956,(Sp2:1e-08,Sp3:0.01043265)0.993630:0.03190106)0.340437:0.00515422,(Sp1:0.05706736,Sp0:0.010347)0.919722:0.03222737)0.490223:0.03867818)0.853161:0.12295108)0.983140:0.12145913)0.992004:0.1406182);","(Sp7:1e-08,Sp6:0.00396403,((Sp8:0.32515148,Sp5:0.16237441)0.809470:0.07995271,((Sp10:0.09688562,(Sp9:0.07560627,Sp11:0.18531618)0.998255:0.11511736)1.000000:0.16622778,(Sp1:0.00925022,(Sp0:0.01767107,(Sp4:0.05365397,Sp3:0.00730131)0.991660:0.01645135)0.999651:0.02893675)0.838270:0.0625205)0.388845:0.0431153)1.000000:0.20254129);"
"55",6,8352,1442,17.27,"(((Sp4:0.1469105333,Sp5:0.1456547827):0.03347019479,Sp3:0.1180427223):0.0976164192,(Sp0:0.01648341306,Sp2:0.01963161118):0.003787890077,Sp1:0.02045186609);","(Sp1:55.2,((Sp0:20,Sp3:20):10.66666667,(Sp5:28,(Sp2:20,Sp4:20):8):2.666666667):24.53333333);","(Sp5:0.19763674,Sp4:0.20027074,(Sp3:0.14772778,(Sp1:0.01754578,(Sp2:0.02158277,Sp0:0.01563898)0.999993:0.0078954)1.000000:0.13339055)1.000000:0.07745449);","(Sp4:0.23757293,Sp5:0.22862721,(Sp3:0.17088268,(Sp1:0.01905513,(Sp2:0.02204534,Sp0:0.01590963)0.991571:0.00679639)1.000000:0.15165307)1.000000:0.09067407);","(Sp5:0.14822494,Sp4:0.13773166,(Sp0:1e-08,(Sp1:0.01025017,(Sp2:1e-08,Sp3:0.13072395)0.393087:0.0102016)0.913511:0.01031475)0.928282:0.0801969);","(Sp4:0.15746836,Sp5:0.27579393,(Sp3:0.17923796,(Sp1:1e-08,(Sp2:0.02640035,Sp0:0.02243824)0.786273:0.03132778)0.987857:0.247852)0.999998:0.36787044);"
"56",11,690,216,31.3,"((((Sp0:0.0005776187172,Sp1:0.0008737611352):0.08208090067,(Sp2:0.1207132488,((Sp8:0.0959905535,Sp9:0.1072244197):0.0237285085,Sp10:0.1000234783):0.03839669004):0.01524110511):0.03367863595,Sp7:0.1067326218):0.06702274829,(Sp5:0.01100636832,Sp6:0.008148087189):0.01591937989,(Sp3:0.02659125999,Sp4:0.04054576531):0.002534598112);","((Sp2:12,Sp1:12):9.777777778,(Sp0:21,((Sp5:14.66666667,(Sp6:12,(Sp4:12,Sp3:12):0):2.666666667):1.333333333,(Sp8:14.66666667,(Sp9:12,(Sp7:12,Sp10:12):0):2.666666667):1.333333333):5):0.7777777778);","(Sp0:1e-08,Sp1:0.00142885,((Sp2:0.18660731,(Sp10:0.10310875,(Sp8:0.08459638,Sp9:0.16953799)0.999987:0.06569032)1.000000:0.08317994)0.605197:0.02756972,(Sp7:0.15518143,((Sp5:0.01017348,Sp6:0.00886673)0.689057:0.00984906,(Sp4:0.04576995,Sp3:0.02548422)0.631368:0.01117499)0.999999:0.08317179)1.000000:0.09970857)0.999999:0.08350141);","(Sp0:1e-08,Sp1:0.00145686,((Sp2:0.28924052,(Sp10:0.13090541,(Sp9:0.25385214,Sp8:0.1040921)0.999954:0.11388056)1.000000:0.12528369)0.851928:0.04886981,(Sp7:0.21340379,((Sp6:0.00976753,Sp5:0.01062363)0.337760:0.0057055,(Sp3:0.03023031,Sp4:0.05240277)0.598446:0.01600879)0.999997:0.12673321)1.000000:0.16635036)0.995790:0.09713307);","(Sp8:3e-08,Sp2:0.2185801,(Sp9:0.1034459,(Sp10:0.14862777,(Sp1:0.00121201,(Sp7:0.12919931,(Sp4:0.03475129,(Sp3:0.01202327,(Sp6:0.01075032,Sp5:1e-08)0.497735:0.00974285)0.593382:0.01350305)0.922747:0.08639544)0.610049:0.07344831)0.999609:0.19356394)0.388160:0.04348049)0.610899:0.03702641);","(Sp1:0.00423551,Sp0:1e-08,((Sp2:0.26136974,(Sp10:0.15328806,(Sp8:0.12625743,Sp9:0.16097636)0.441990:0.05220973)0.985083:0.08825001)0.918445:0.06594032,(Sp7:0.13832134,(Sp4:0.02759684,(Sp3:0.02657654,(Sp5:0.02589265,Sp6:1e-08)0.920224:0.01792155)0.507837:0.00984533)0.999464:0.08534539)0.770946:0.0448596)0.960928:0.07040353);"
"57",19,2082,1419,68.16,"((((((((((Sp0:0.02045964636,Sp1:0.0216664914):0.1116298288,Sp2:0.1385048479):0.01757257432,Sp3:0.1258954406):0.03476718068,Sp4:0.1856988966):0.006882818416,((Sp5:0.09485111386,Sp6:0.09573767334):0.03610413894,Sp7:0.153429985):0.06679155678):0.4223009348,Sp15:0.1949418336):0.02245723084,((Sp16:0.07874187082,Sp17:0.09695165604):0.03004629165,Sp18:0.135296762):0.03872196004):0.03639170527,Sp14:0.1165469587):0.02880255878,Sp13:0.1749208421):0.1033886019,(Sp11:0.0387133956,Sp12:0.02853484452):0.0007741954178,((Sp8:0.002641542582,Sp9:0.005083038472):0.00602622563,Sp10:0.01530977897):0.02331275307);","((Sp12:36,(Sp1:28,(Sp10:20,Sp3:20):8):8):1.066666667,(Sp4:36.57142857,(((Sp0:20,(Sp11:20,Sp13:20):0):8,((Sp9:12,Sp7:12):12,(Sp15:12,Sp5:12):12):4):5.551020408,((Sp16:12,Sp6:12):17.6,(Sp2:24,((Sp8:12,Sp17:12):10,(Sp14:12,Sp18:12):10):2):5.6):3.951020408):3.020408163):0.4952380952);","(Sp0:0.019026,Sp1:0.0232197,(Sp2:0.17758201,(Sp3:0.13073459,((Sp4:0.23170836,(Sp7:0.17983153,(Sp5:0.12378464,Sp6:0.08558124)1.000000:0.05641782)1.000000:0.14923003)0.387501:0.01078612,(Sp15:0.22249148,((Sp18:0.16825753,(Sp16:0.07903725,Sp17:0.11205991)1.000000:0.03848703)1.000000:0.06412635,(Sp14:0.11560449,(Sp13:0.22335236,(Sp12:0.02134114,(Sp11:0.04013137,(Sp10:0.01728384,(Sp9:0.00563776,Sp8:0.00197704)0.999991:0.00414692)1.000000:0.02510009)0.982165:0.00779602)1.000000:0.11854134)1.000000:0.07498283)1.000000:0.07305224)0.944906:0.06291179)1.000000:1.30637617)0.999270:0.05748484)1.000000:0.0494904)1.000000:0.12046558);","(Sp0:0.02139046,Sp1:0.02281169,(Sp2:0.19708656,(Sp3:0.14259181,((Sp4:0.27223408,(Sp7:0.20112176,(Sp5:0.13239664,Sp6:0.09976053)0.999999:0.0612003)1.000000:0.1909613)0.341095:0.00502255,(Sp15:0.24363263,((Sp18:0.18982704,(Sp17:0.12706715,Sp16:0.08334643)1.000000:0.043012)1.000000:0.07119535,(Sp14:0.1282186,(Sp13:0.26573117,(Sp12:0.02353047,(Sp11:0.04167916,(Sp10:0.01809466,(Sp8:0.00202693,Sp9:0.00585093)0.999938:0.00408065)1.000000:0.02720116)0.839493:0.00671279)1.000000:0.13755755)1.000000:0.08630119)1.000000:0.09493624)0.981182:0.09443152)1.000000:1.83447392)0.998934:0.07552734)1.000000:0.05762722)1.000000:0.14761348);","(Sp6:0.01862811,Sp5:0.14991963,(Sp7:0.06984494,((Sp3:0.11596177,(Sp2:0.14975813,Sp1:0.10662923)0.857899:0.0653868)0.708759:0.04569603,(Sp4:0.14306298,(Sp15:0.03632824,((Sp18:0.12575049,(Sp17:0.04094813,Sp16:0.17550072)0.703066:0.02403235)0.997694:0.09403278,(Sp11:0.05777749,(Sp13:0.15286764,((Sp14:0.20103486,Sp12:0.03401384)0.385161:0.00987694,(Sp9:0.01056524,Sp10:1e-08)0.000000:1e-08)0.642393:0.02447502)0.370379:0.01104254)0.482347:0.05090179)0.678837:0.21504986)1.000000:1.04941689)0.513066:0.12286948)0.999713:0.12549391)0.386011:0.02168766);","(Sp0:0.00771415,Sp1:0.09396068,(Sp3:0.1756529,(Sp4:0.33210387,(Sp2:0.09731641,((Sp5:0.1117477,(Sp6:0.09790635,Sp7:0.20738732)0.990507:0.08827673)0.825949:0.15977561,(((Sp17:0.08953795,Sp16:0.11168642)0.998162:0.08781138,(Sp15:0.52992691,Sp18:0.16161094)0.761554:0.05467792)0.000000:1e-08,(Sp14:0.25042894,(Sp13:0.20811446,((Sp11:0.0397345,Sp12:0.01622445)0.663796:0.01659709,(Sp10:0.02861657,(Sp9:0.00419921,Sp8:0)0.353472:0.00173444)0.640896:0.01931911)0.998665:0.1544951)0.999762:0.1725531)0.965643:0.16847544)1.000000:1.46507608)0.642453:0.14103614)0.877623:0.07425192)0.643794:0.05177421)1.000000:0.13539946);"
"58",10,936,389,41.56,"((((((Sp7:0.1074288189,Sp8:0.1220729351):0.0210618265,Sp9:0.09789210558):0.06840085983,Sp6:0.1801378727):0.0606357418,Sp5:0.1271394789):0.0657364279,Sp4:0.1859366745):0.09795918781,(Sp2:0.01490913425,Sp3:0.01681250893):0.01667776983,(Sp0:0.03097399697,Sp1:0.02680513635):0.01062473934);","(Sp9:50.22222222,((Sp5:12,Sp6:12):28.57142857,(Sp0:36,(Sp7:34.4,(Sp4:32,((Sp2:12,Sp8:12):12,(Sp1:20,Sp3:20):4):8):2.4):1.6):4.571428571):9.650793651);","(Sp8:0.14947865,Sp7:0.10833504,(Sp9:0.08568197,(Sp6:0.2421013,(Sp5:0.12883817,(Sp4:0.25043334,((Sp2:0.01643047,Sp3:0.0152174)0.999375:0.01350704,(Sp0:0.03169121,Sp1:0.02782554)0.999676:0.01699456)1.000000:0.11014763)1.000000:0.13144368)1.000000:0.12545886)1.000000:0.10168253)0.999999:0.05378232);","(Sp8:0.16914252,Sp7:0.12394268,(Sp9:0.08709951,(Sp6:0.286,(Sp5:0.16121278,(Sp4:0.29167348,((Sp3:0.01603544,Sp2:0.01673124)0.986564:0.01407649,(Sp1:0.02912051,Sp0:0.03400635)0.995823:0.01754831)1.000000:0.12548059)1.000000:0.14977389)1.000000:0.1630946)1.000000:0.12963496)0.999874:0.0580872);","(Sp7:0.15655601,Sp8:0.22608866,(Sp6:0.21230343,(Sp9:1e-08,(Sp5:0.20143701,(Sp4:0.31369399,((Sp0:0.0225845,Sp1:0.02137067)0.792944:0.0195346,(Sp2:0.02174612,Sp3:1e-08)0.000000:0.00223125)0.000000:1e-08)0.908032:0.21518562)0.999997:0.5071438)0.544163:0.03297935)0.641948:0.07536654);","(Sp7:0.04487875,Sp8:0.20795993,(Sp9:0.12683603,(Sp6:0.31458179,(Sp5:0.27397511,(Sp4:0.19486569,(Sp3:0.02280806,(Sp2:0.00245172,(Sp0:0.05832955,Sp1:0.02521802)0.999988:0.03491243)0.469805:0.01387713)0.999947:0.17215745)0.983563:0.10723442)0.978584:0.13932455)0.999548:0.21019431)0.994728:0.11196436);"
"59",12,1539,538,34.96,"(((((Sp6:-1.388776582e-05,Sp7:0.001314595458):0.09027545899,(Sp8:0.1346907169,((Sp9:0.06697349995,Sp10:0.07948818058):0.0307059437,Sp11:0.1038157791):0.05807705224):0.05670208484):0.02256959677,Sp5:0.1168863773):0.05994511396,(Sp3:0.02625673264,Sp4:0.03348120302):0.01680301875):0.01641012169,Sp2:0.02426585369,(Sp0:0.001700920053,Sp1:0.009436623193):0.01375174336);","((Sp9:20,(Sp11:20,Sp10:20):0):12.44444444,((Sp6:16,(Sp8:12,Sp7:12):4):12,(Sp5:20,(Sp3:18,(Sp4:12,(Sp2:12,(Sp1:12,Sp0:12):0):0):6):2):8):4.444444444);","(Sp10:0.093915,Sp9:0.06550007,(Sp11:0.11484377,(Sp8:0.16099455,((Sp6:0,Sp7:0.00127623)1.000000:0.0809888,(Sp5:0.14010986,((Sp3:0.02543262,Sp4:0.03505378)1.000000:0.02173234,(Sp2:0.0242742,(Sp1:0.01039846,Sp0:0.00059884)1.000000:0.01496183)0.999564:0.01469395)1.000000:0.08395171)1.000000:0.06460131)1.000000:0.10230254)1.000000:0.10776836)1.000000:0.04669061);","(Sp10:0.1084238,Sp9:0.06823954,(Sp11:0.13914916,(Sp8:0.18096005,((Sp6:0,Sp7:0.00129844)1.000000:0.08458898,(Sp5:0.16309289,((Sp3:0.0262059,Sp4:0.03733764)1.000000:0.02538489,(Sp2:0.02643195,(Sp1:0.01077211,Sp0:0.00041122)1.000000:0.01435059)0.986915:0.01269188)1.000000:0.09642022)1.000000:0.07772229)1.000000:0.1285515)1.000000:0.14512973)0.999995:0.05190068);","(Sp9:0.04533439,Sp10:0.07234579,(Sp11:0.1807666,((Sp7:0.12572693,Sp5:0.36121987)0.470773:0.03643109,(Sp8:0.27395676,(Sp3:1e-08,(Sp4:0.06019384,(Sp0:0.01171607,(Sp2:0.02359233,Sp1:0)0.000000:1e-08)0.916605:0.02540583)0.938849:0.03551652)0.835582:0.11252807)0.747723:0.07508676)0.902727:0.07140064)0.872791:0.06506217);","(Sp9:0.09369466,Sp10:0.08637223,(Sp11:0.14202142,(Sp8:0.14930266,(Sp5:0.08528815,(Sp7:0.0773328,(Sp3:0.01693686,(Sp4:0.01555818,(Sp0:1e-08,(Sp1:0.00819609,Sp2:0.02455462)0.565448:0.00361871)0.999972:0.02494647)0.743668:0.01408406)1.000000:0.10774129)0.365886:0.01492056)0.999984:0.13088016)0.997417:0.09440454)0.616078:0.02868364);"
"60",8,1278,555,43.43,"((((Sp6:0.3745561838,Sp7:0.3536459208):0.04124759138,Sp5:0.3932834268):0.0851970613,Sp4:0.2831687629):0.1249184348,(Sp2:0.05312144011,Sp3:0.07900766283):0.0194892846,(Sp0:0.02375100739,Sp1:0.03661919385):0.03498987481);","((Sp4:12,(Sp0:12,Sp2:12):0):14.93333333,((Sp5:12,Sp6:12):13.33333333,(Sp7:16,(Sp1:12,Sp3:12):4):9.333333333):1.6);","(Sp6:0.52746557,Sp7:0.4863079,(Sp5:0.57240727,(Sp4:0.3919866,((Sp1:0.04250733,Sp0:0.01903516)0.999997:0.03166814,(Sp2:0.0471114,Sp3:0.09147705)1.000000:0.03536925)1.000000:0.12945115)1.000000:0.17180323)0.989466:0.09933255);","(Sp6:0.58939193,Sp7:0.53956021,(Sp5:0.63422673,(Sp4:0.41116739,((Sp1:0.04374003,Sp0:0.01854037)0.999998:0.03453738,(Sp2:0.04946857,Sp3:0.09149277)0.999972:0.0334209)1.000000:0.14359515)1.000000:0.18288528)0.940221:0.09478982);","(Sp7:0.68553612,Sp6:0.64393926,(Sp5:0.50238325,(Sp4:0.3996416,((Sp0:0.01151715,Sp1:0.06415502)0.976578:0.05452997,(Sp3:0.06114097,Sp2:0.07402839)0.515803:0.02578318)0.339619:0.02232872)0.549030:0.24406471)0.733503:0.36217289);","(Sp5:0.78748959,(Sp7:0.42977007,Sp6:0.644762)0.432636:0.08153803,(Sp4:0.34876144,(Sp3:0.04287126,(Sp2:0.08716005,(Sp0:0.028031,Sp1:0.04078687)0.999990:0.06525159)0.883816:0.05104322)0.940838:0.13964175)0.929278:0.16925762);"
"61",12,2091,1080,51.65,"((((((((Sp9:0.005807087291,Sp10:0.002857325133):0.1357156187,Sp11:0.1305077225):0.1114789322,(Sp6:0.003665321507,Sp7:0.002577788662):0.1572909206):0.01808934659,Sp8:0.248524189):0.0156147778,Sp5:0.2484205067):0.1742823571,Sp4:0.06691633165):0.01252969913,Sp3:0.04515856504):0.0419304762,Sp2:0.02216429077,(Sp0:0.01894790679,Sp1:0.01483020186):0.01055844687);","((Sp6:20,(Sp9:12,(Sp11:12,Sp10:12):0):8):17,(((Sp4:16,(Sp2:12,Sp3:12):4):7.555555556,(Sp7:16,(Sp5:12,Sp8:12):4):7.555555556):12.44444444,(Sp1:36,Sp0:36):0):1);","(Sp9:0.00462811,Sp10:0.00395617,(Sp11:0.1353207,((Sp7:0.00155192,Sp6:0.00462699)1.000000:0.16857549,(Sp8:0.3516944,(Sp5:0.33198712,(Sp4:0.06011724,(Sp3:0.04317011,(Sp2:0.02135711,(Sp1:0.01471427,Sp0:0.0190453)1.000000:0.01218335)1.000000:0.05049106)0.997718:0.02391798)1.000000:0.27272339)0.992588:0.04488142)0.999608:0.03841711)1.000000:0.18818895)1.000000:0.16876164);","(Sp9:0.00474319,Sp10:0.00393019,(Sp11:0.1334133,((Sp7:0.00151244,Sp6:0.00474579)1.000000:0.1816092,(Sp8:0.36879507,(Sp5:0.35391134,(Sp4:0.06491373,(Sp3:0.04440443,(Sp2:0.02140146,(Sp1:0.0150378,Sp0:0.01946091)1.000000:0.01277644)1.000000:0.05173183)0.987300:0.02199031)1.000000:0.29771228)0.961053:0.04580099)0.994431:0.03990442)1.000000:0.21098252)1.000000:0.18123056);","(Sp9:0.20011145,Sp11:0.10836948,(Sp7:0.237422,((Sp5:0.20745406,Sp8:0.41393364)0.390394:0.05327588,(Sp4:0.04632666,(Sp3:0.03581832,(Sp2:0.05451521,(Sp0:0.01038739,Sp1:0.02118424)0.716990:0.02077764)0.990554:0.04470043)0.637875:0.04413506)0.999976:0.25221557)0.458051:0.07183906)0.989831:0.17660862);","(Sp10:0.00373802,Sp9:0.0003044,(Sp11:0.15645591,(Sp8:0.39383491,((Sp7:1e-08,Sp6:0.00818514)1.000000:0.2270138,(Sp5:0.31489028,(Sp4:0.07340287,(Sp3:0.02755335,(Sp2:0.01635124,(Sp1:0.02723093,Sp0:0.02813851)0.979949:0.02470386)1.000000:0.07218172)0.996727:0.06356974)0.999005:0.15959154)0.676295:0.0695346)0.632698:0.06749429)0.998377:0.17899907)0.999989:0.16697784);"
"62",6,7371,421,5.71,"(((Sp3:0.022633655,Sp4:0.02168932371):0.01127834618,Sp5:0.1457743049):0.01285648625,(Sp0:0.005971131846,Sp2:0.005943140015):0.01138322707,Sp1:0.01811063383);","((Sp4:14.66666667,(Sp3:12,(Sp0:12,Sp5:12):0):2.666666667):21.33333333,(Sp1:36,Sp2:36):0);","(Sp3:0.02453646,Sp4:0.0219794,(Sp5:0.21325768,(Sp1:0.01861792,(Sp2:0.00590704,Sp0:0.00611825)1.000000:0.01225616)1.000000:0.01219219)1.000000:0.01683565);","(Sp4:0.02225209,Sp3:0.02562842,(Sp5:0.23507589,(Sp1:0.01931127,(Sp2:0.00594318,Sp0:0.00614522)1.000000:0.01243447)1.000000:0.01404062)1.000000:0.01699344);","(Sp5:0.13298148,(Sp1:0.01045847,Sp2:0)0.000000:1e-08,(Sp3:0.02309641,Sp4:0.01060156)0.384561:0.01097775);","(Sp4:0.03245848,Sp3:0.00817271,(Sp5:0.26411748,(Sp1:0.01215279,(Sp2:1e-08,Sp0:0.00424521)0.906025:0.01929307)0.386557:0.02193962)0.956457:0.07221119);"
